Country,Region,Gender,Ageyears,Handed,Height,Foot_Length,Arm_Span,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_enery,Importance_owning_computer,Importance_Internet_access
OZ,New South Wales,F,14,R,157,21,148,3,Car,5,0.36,29,Netball,764,799,740,704,1000,1000
USA,PA,M,9,R,150,21,231,1,Bus,45,0.36,51,Swimming,1000,500,600,,30,15
USA,TX,M,16,R,187,29,192,1,Car,7,0.265,31,Swimming,449,979,690,,1000,1000
UK,London,F,17,R,165,24,164,2,Other,20,0.48,63,Other activities/sports,500,500,500,500,1000,500
UK,Home Counties,F,13,L,166,25,159,2,Bus,30,0.35,32,Football/Soccer,841,838,843,843,746,696
USA,MO,M,14,R,169,24,179,1,Bus,20,0.363,0,Walking/Hiking,1000,1000,1000,1000,0,0
USA,NY,F,16,R,158,22,164,1,Car,25,0.502,28,Tennis,1000,800,1000,900,400,500
USA,CA,M,12,R,173,28,173,1,,15,0.332,48,Table Tennis,8,10,3,7,10,10
OZ,Western OZ,F,11,R,148,22,150,1,Car,6,0.51,38,Dancing,474,574,515,521,557,551
UK,South,F,13,R,176,24,168,3,Cycle,60,0.62,36,None,998,1000,892,934,528,558
CA,New Brunswick,M,15,R,180,27,186,1,Car,20,0.49,35,Hockey (Ice),487,487,481,487,481,481
OZ,Victoria,F,14,R,179,25,176,2,Car,15,0.32,38,Dancing,468,604,752,468,657,681
UK,East,F,14,L,160,30,90,1,Walk,30,0.35,39,Other activities/sports,707,626,460,601,439,448
OZ,South OZ,M,16,R,180,25,88,1,Bus,30,0.37,56,Football/Soccer,1000,734,1000,1000,1000,1000
USA,SC,M,17,R,120,18,152,2,Car,20,0.492,39,Other,800,900,500,,1000,900
OZ,New South Wales,F,9,R,137,24,133,1,Bus,46,0.84,108,Football/Soccer,1000,1000,1000,1000,1000,947
UK,East Midlands,F,12,R,163,25,166,3,Walk,28,0.68,22,Dancing,826,662,300,391,635,921
CA,Ontario,F,14,R,158,25,161,1,Car,5,0.835,54,Hockey (Ice),1000,984,968,866,941,914
UK,South,F,13,R,170,23,165,1,Walk,10,0.34,44,Other activities/sports,513,734,714,702,452,500
NZ,Hawkes Bay,F,10,R,151,21,155,1,Bus,15,0.496,0,Netball,1000,,750,,,
CA,Ontario,F,14,R,158,25,167,1,Walk,10,0.4,44,Walking/Hiking,1000,925,422,909,690,824
NZ,Waikato,M,11,R,146,22,170,2,Car,45,0.485,0,Golf,1000,,500,,,
CA,British Columbia,F,13,R,158,24,157,2,Bus,15,0.297,50,Baseball/Softball,535,1000,856,428,1000,1000
NZ,Otago,F,15,R,153,21,149,1,Car,15,0.47,0,Other activities/sports,500,,1000,,,
USA,HI,F,14,R,147,20,153,2,Car,6,0.346,35,Dancing,1000,500,800,,300,300
OZ,Victoria,F,7,R,140,19,142,1,Car,10,0,62,Gymnastics,970,911,970,947,,
NZ,Canterbury,F,14,R,160,23,162,2,Walk,15,0,0,Football/Soccer,500,,750,,,
OZ,Western OZ,M,14,R,147,25,152,2,Bus,20,0.23,31,Golf,66,58,48,161,1000,1000
UK,North East,M,11,R,160,24,148,1,Bus,25,0,38,Rugby Union,1000,1000,1000,1000,271,123
UK,South,M,13,R,164,32,164,6,Car,40,0,41,Athletics,372,700,767,806,1000,1000
OZ,New South Wales,M,10,R,142,23,141,1,Car,10,0.54,48,Cricket,1000,797,462,1000,204,557
CA,Ontario,F,17,R,172,26,171,2,Bus,45,0.491,29,Swimming,1000,1000,503,1000,759,765
UK,South,M,14,R,165,25,165,2,Cycle,20,0.32,30,Martial Arts,1000,1000,1000,1000,0,0
OZ,South OZ,F,12,R,144,25,140,1,Car,8,0.39,41,Netball,527,533,1000,190,970,1000
OZ,Queensland,M,14,R,180,20,178,1,Bus,30,0.39,107,Tennis,699,96,415,557,214,438
USA,WI,M,14,R,178,26,169,1,Bus,30,0.223,63,Football/Soccer,700,500,100,300,999,900
OZ,New South Wales,F,11,R,160,26,161,1,Walk,10,0.14,29,Dancing,308,592,226,486,1000,1000
OZ,New South Wales,F,12,R,165,24,155,1,Car,6,0.35,40,Football/Soccer,480,468,687,716,580,699
OZ,New South Wales,F,7,R,154,26,144,3,Walk,2,0.5,41,Netball,291,1000,1000,1000,161,155
OZ,New South Wales,F,14,L,164,27,158,3,Bus,30,0.32,38,Other activities/sports,521,1000,557,740,1000,1000
OZ,Victoria,M,11,R,150,23,144,2,Car,5,0.46,41,Basketball,752,870,1000,521,143,172
OZ,Western OZ,M,9,R,150,35,161,3,Car,10,0.42,52,Athletics,208,190,196,249,409,208
USA,NC,M,13,R,172,26,177,1,Bus,25,0.43,41,Football (American),1000,160,626,471,1000,332
OZ,New South Wales,M,15,R,183,15,173,1,Bus,40,0.32,30,Gymnastics,208,273,474,237,1,137
OZ,New South Wales,M,15,R,166,25,171,2,SkateBoard...,60,0.26,50,Football/Soccer,515,125,344,261,740,775
CA,Ontario,M,12,R,149,22,149,1,Walk,25,0.561,57,Basketball,1000,1000,1000,1000,481,1000
USA,CA,M,17,R,180,27,174,2,Car,7,0,29,Football/Soccer,900,890,960,840,700,810
USA,SC,F,16,R,160,23,155,1,Car,12,0.379,45,None,0,0,50,50,100,100
NZ,Northland,M,14,R,177,25,177,1,Car,45,0.5,0,Football/Soccer,1000,,0,,,
NZ,Auckland,F,11,R,145,23,143,1,Car,5,0,0,Rugby Union,1000,,750,,,
CA,Ontario,M,17,R,183,27,183,2,Bus,55,0.328,22,Golf,465,465,471,471,1000,1000
NZ,Waikato,F,11,R,165,22,155,1,Bus,25,0.49,0,Netball,1000,,500,,,
OZ,South OZ,F,13,R,164,25,167,1,Bus,30,0.36,34,Netball,1000,1000,1000,1000,634,628
CA,Ontario,F,18,R,169,25,151,4,Car,10,0.422,44,Other activities/sports,497,492,1000,1000,1000,1000
USA,CA,M,17,R,177,27,193,2,Car,20,0.337,28,Football/Soccer,900,700,750,800,700,500
CA,Ontario,F,14,R,161,27,161,3,Rail,30,0.64,37,Bowling,417,412,299,840,1000,1000
CA,Ontario,F,13,R,154,23,154,2,Car,5,0.631,49,Football/Soccer,1000,1000,957,968,428,433
USA,CA,F,11,R,156,25,152,1,Car,25,0.365,46,Basketball,727,75,1000,348,487,497
USA,RI,M,11,L,149,23,146,1,Car,2,0.516,50,Football/Soccer,1000,1000,663,545,476,551
NZ,Auckland,F,10,L,144,23,143,2,Car,5,0.582,0,Netball,1000,,750,,,
CA,Ontario,F,14,B,163,25,161,2,Walk,7,0.25,25,Football/Soccer,690,422,209,529,936,957
NZ,Wellington,M,14,R,175,29,176,1,Bus,45,0.542,0,Other activities/sports,250,,250,,,
OZ,Victoria,M,11,R,147,22,146,1,Car,10,0.31,62,Football/Soccer,1000,988,533,391,622,805
OZ,South OZ,F,16,R,168,24,165,3,Car,15,0.5,37,Netball,113,,155,125,167,249
OZ,Tasmania,M,11,R,143,23,143,1,Bus,15,0.4,49,Football/Soccer,527,870,1000,1000,255,415
OZ,Victoria,M,12,R,163,27,155,1,Walk,9,0.39,38,Other activities/sports,527,533,533,527,326,326
USA,CA,M,17,R,190,30,190,3,Car,20,0.145,7,Swimming,1000,1000,1000,,0,0
OZ,Victoria,M,8,R,130,24,131,1,Car,7,0.46,37,Football/Soccer,574,480,817,379,1000,1000
CA,British Columbia,M,15,R,177,27,174,2,Walk,20,0.577,42,Football/Soccer,631,1000,497,578,770,1000
NZ,Auckland,F,10,R,132,19,142,1,Car,15,0.384,0,Netball,1000,,1000,,,
NZ,Otago,F,13,R,152,25,150,1,Bus,15,0.431,0,Other activities/sports,1000,,1000,,,
CA,Ontario,F,14,R,153,20,154,1,Bus,20,0.343,46,Football/Soccer,471,417,529,684,1000,1000
OZ,Victoria,M,11,R,135,22,138,1,Walk,5,0.31,36,Other activities/sports,1000,1000,1000,1000,1000,1000
OZ,Western OZ,M,12,R,179,25,95,1,Car,15,0.4,36,Rugby League,1000,858,1000,829,403,237
NZ,Wellington,F,11,R,153,21,156,1,Car,15,0.4,0,Other activities/sports,1000,,500,,,
UK,Home Counties,F,11,L,153,23,150,2,Bus,35,0.31,38,Swimming,911,923,781,928,47,43
CA,Ontario,M,12,R,130,21,140,2,Bus,30,0.797,44,Other activities/sports,417,540,898,759,166,556
USA,HI,F,14,R,170,24,165,1,Car,30,0.697,52,Other,1000,1000,1000,,1000,1000
CA,Ontario,M,19,R,188,24,175,1,Car,12,0.612,42,Skateboarding/Rollerblading,1000,642,471,749,267,262
CA,Ontario,F,14,R,163,30,162,2,Walk,8,0.33,33,None,503,674,567,636,1000,1000
OZ,Victoria,F,12,R,148,24,150,1,Walk,10,0.72,57,Swimming,675,675,858,308,716,663
NZ,Auckland,M,13,R,174,24,168,2,Walk,15,0,0,Football/Soccer,250,,500,,,
OZ,South OZ,M,15,R,157,27,150,1,Walk,25,0.26,49,Rugby League,1000,232,1000,143,409,533
CA,Quebec,F,13,R,162,25,162,2,Car,20,0.406,44,Basketball,856,765,86,176,21,455
OZ,Northern Territories,M,20,R,149,24,146,1,Car,3,0,50,Football/Soccer,1000,1000,474,1000,198,1000
UK,South,M,13,R,166,30,163,2,Walk,15,0.29,65,Basketball,687,982,643,991,81,1000
OZ,Victoria,F,13,R,162,24,158,2,Car,10,0.32,35,Tennis,1000,1000,1000,1000,1000,1000
USA,TX,F,17,R,165,25,163,2,Car,20,0.633,54,Athletics,999,996,1000,997,100,998
UK,South East,F,12,R,155,22,158,3,Car,15,0,34,Walking/Hiking,1000,1000,1000,1000,1000,1000
CA,Ontario,F,17,R,171,25,171,1,Bus,30,0.313,28,Swimming,775,663,626,594,620,642
OZ,Tasmania,F,13,R,160,23,162,1,Car,15,0.36,41,Walking/Hiking,1000,1000,1000,1000,1,
CA,Ontario,F,14,R,160,23,158,3,Walk,15,0.351,50,Basketball,963,701,1000,1000,968,1000
CA,Quebec,F,13,R,170,24,166,2,Bus,20,0.297,47,Dancing,1000,1000,1000,904,1000,1000
USA,CO,M,16,R,167,24,160,1,Bus,13,0.318,31,Other,781,668,529,952,235,487
CA,Saskatchewan,F,11,B,153,23,126,2,Walk,10,0.609,35,Hockey (Ice),471,545,396,460,342,433
CA,Ontario,M,11,R,158,28,158,2,Bus,47,0.407,41,Cycling,818,807,802,807,487,471
USA,CT,F,13,R,163,22,163,1,Bus,30,0.329,45,Gymnastics,251,102,506,230,754,1000
CA,Quebec,F,13,R,137,20,135,1,Bus,13,0.313,27,Gymnastics,1000,1000,925,930,834,43
UK,South,M,13,R,160,20,167,2,Bus,60,0.37,35,Golf,739,678,626,779,663,650
OZ,New South Wales,F,13,R,165,24,160,1,Bus,10,0.4,28,Athletics,805,421,433,622,255,107
USA,HI,F,14,R,149,21,149,2,Car,20,0.39,56,Athletics,750,750,650,,700,700
OZ,New South Wales,M,16,R,183,26,183,2,Walk,20,0.4,42,Football/Soccer,462,384,833,521,372,378
UK,North West,F,15,R,163,21,165,3,Car,15,0.73,35,Dancing,980,730,596,686,348,187
CA,Quebec,F,17,R,158,22,159,1,Car,5,0.282,49,Basketball,283,497,369,396,652,690
OZ,Victoria,F,15,R,168,24,166,2,Bus,35,0.4,48,Basketball,773,761,527,378,503,635
CA,Ontario,F,12,R,153,24,156,2,Walk,8,0.914,33,Football/Soccer,1000,1000,1000,1000,53,48
OZ,Victoria,F,12,L,150,25,150,1,Car,10,1.01,34,Netball,521,764,1000,1000,663,1000
UK,London,F,13,R,157,24,167,1,Bus,40,0,61,Dancing,1000,813,719,632,945,932
CA,Ontario,M,14,R,185,26,180,3,Walk,5,0.817,39,Football/Soccer,754,524,668,561,775,781
UK,North West,F,13,R,180,34,170,2,Car,15,0.35,34,Golf,0,500,0,194,1000,548
UK,North West,M,14,R,175,27,169,2,Walk,15,0,36,Rugby Union,500,834,682,1000,349,351
OZ,Victoria,M,11,B,150,25,150,2,Bus,10,0.36,37,Football/Soccer,874,521,216,,73,67
UK,South,M,14,R,164,23,166,1,Walk,10,0.35,34,Football/Soccer,1000,993,1000,1000,157,170
OZ,New South Wales,F,14,R,167,25,162,1,Car,3,1.34,50,Dancing,1000,1000,1000,1000,415,687
USA,IN,M,17,R,175,25,173,2,Car,16,0.196,40,Athletics,1000,600,1000,,200,900
NZ,Southland,F,11,R,130,17,130,1,Bus,15,0,0,Rugby Union,1000,,750,,,
OZ,New South Wales,F,15,R,166,23,169,3,Car,5,0.42,31,Walking/Hiking,663,769,486,628,840,1000
OZ,Victoria,F,11,R,147,21,148,1,Car,15,0.46,35,Netball,539,373,746,480,1000,634
CA,Manitoba,M,10,R,142,23,142,1,Cycle,35,0.313,53,Hockey (Ice),316,16,422,556,1000,1000
UK,East Midlands,M,14,R,173,25,174,3,Bus,40,0.35,29,Skateboarding/Rollerblading,700,698,720,748,333,662
CA,British Columbia,M,14,B,170,28,179,3,Cycle,20,0.375,45,Basketball,107,107,102,230,1000,1000
CA,Ontario,M,12,R,152,26,150,2,Bus,28,0.34,33,Hockey (Ice),198,182,572,251,1000,1000
USA,FL,M,15,R,180,26,181,2,Walk,20,0.482,33,Martial Arts,200,300,300,,1000,1000
OZ,New South Wales,M,8,L,134,17,124,1,Car,3,0.45,52,Golf,1000,1000,1000,988,604,568
USA,OH,M,15,R,125,27,198,1,Bus,50,0.359,45,Baseball/Softball,1000,1,1000,1000,0,1000
OZ,Western OZ,M,12,R,147,23,147,1,Car,15,0.45,64,Football/Soccer,509,492,498,503,450,438
USA,SC,M,17,L,182,28,170,1,Car,10,0,45,None,300,500,1000,500,0,700
OZ,Queensland,M,14,R,180,26,180,1,Car,11,0.34,33,Rugby League,1,356,799,450,515,1000
CA,Ontario,M,16,R,184,25,150,1,Walk,7,0.311,33,Hockey (Ice),112,16,53,422,904,957
OZ,Western OZ,M,13,R,184,30,194,1,Walk,4,0.23,34,Football/Soccer,775,539,1000,462,480,1000
USA,PA,M,16,R,170,29,177,2,Car,17,0.432,68,Bowling,850,900,950,850,900,800
UK,East,M,12,R,164,26,155,1,Walk,25,0.48,68,Athletics,525,579,642,628,740,500
OZ,South OZ,F,13,R,162,29,154,2,Bus,45,0.4,25,Basketball,72,72,196,196,155,249
OZ,Western OZ,M,15,R,164,27,164,1,Bus,40,0.29,27,Hockey (Ice),604,716,492,409,267,758
OZ,Queensland,M,13,R,147,24,157,1,Car,15,0.6,66,Rugby League,1000,521,1000,1000,1000,1000
CA,Alberta,M,10,R,139,22,132,4,Walk,8,1.045,65,Basketball,75,465,733,674,171,850
NZ,Auckland,M,14,R,164,27,172,1,Bus,45,0.313,0,Rugby Union,500,,500,,,
CA,British Columbia,M,13,R,175,27,176,2,Car,3,0.328,66,Basketball,519,487,556,588,1000,1000
OZ,South OZ,M,13,R,168,25,167,1,Bus,75,0.42,29,Football/Soccer,196,302,687,119,533,527
USA,CA,F,12,R,167,24,167,2,Cycle,24,0.421,43,Football/Soccer,834,738,930,925,230,289
UK,North West,F,13,L,160,21,160,1,Bus,35,0.34,40,Martial Arts,6,6,6,6,6,6
CA,Ontario,M,13,L,151,25,167,1,Car,6,0.351,35,Hockey (Ice),738,529,749,540,866,861
UK,North West,M,14,R,177,30,177,1,Walk,45,0.32,52,Football/Soccer,528,735,245,131,530,728
NZ,Bay of Plenty,F,14,R,153,18,154,1,Car,5,0.39,0,Other activities/sports,750,,750,,,
USA,NC,M,13,R,168,28,170,1,Walk,15,0.68,68,Baseball/Softball,16,20,316,43,37,378
NZ,Auckland,M,14,R,167,25,170,1,Bus,25,0.343,0,Football/Soccer,750,,750,,,
CA,Quebec,M,15,R,178,29,175,2,Walk,18,0.27,47,Football/Soccer,1000,1000,1000,1000,535,540
OZ,New South Wales,M,14,L,188,25,186,1,Bus,45,0.29,42,Rugby League,1000,1000,503,521,409,403
NZ,Auckland,F,13,R,161,25,168,5,Car,15,1.407,0,Hockey (Field),1000,,1000,,,
OZ,New South Wales,F,9,R,148,22,149,1,Bus,15,0.43,43,Netball,1000,1000,1000,438,,
CA,Ontario,F,17,R,165,24,164,1,Bus,20,0.47,34,Dancing,32,118,588,278,829,872
CA,Ontario,F,17,R,169,24,165,3,Walk,36,0.631,51,Cycling,1000,1000,1000,1000,246,460
CA,Alberta,F,14,R,152,22,151,2,Car,20,0.38,46,Gymnastics,332,342,364,316,353,412
USA,SC,F,15,R,158,20,151,1,Car,7,0.827,47,Walking/Hiking,800,800,750,,600,600
OZ,Victoria,M,14,B,187,28,184,1,Walk,18,0.28,40,Football/Soccer,1000,1000,1000,1000,527,858
CA,British Columbia,M,14,R,164,24,156,1,Bus,25,0.281,32,Hockey (Ice),1000,1000,1000,1000,1000,1000
USA,DC,F,12,R,158,25,154,3,Car,15,0.407,35,Basketball,1000,1000,1000,1000,500,600
CA,Ontario,F,14,R,161,22,151,1,Car,2,0.391,51,Dancing,422,444,444,449,460,465
UK,East,F,13,R,157,23,155,2,Bus,20,0.32,34,Dancing,738,765,1000,1000,705,696
OZ,Victoria,F,11,R,160,25,169,1,Car,5,0.32,32,Baseball/Softball,1000,1000,1000,1000,515,509
CA,Ontario,M,11,R,147,23,145,2,Car,15,0.6,46,Football/Soccer,155,257,1000,144,1000,1000
USA,NC,M,12,R,152,22,152,1,Bus,45,0.71,68,Basketball,998,200,700,1000,70,700
OZ,Queensland,M,11,R,142,22,141,1,Car,10,0.37,35,Football/Soccer,1000,775,628,775,480,456
NZ,Auckland,F,12,B,163,24,167,3,Car,45,0.723,0,Netball,1000,,1000,,,
OZ,South OZ,M,16,R,176,28,181,1,Car,15,0.38,28,Football/Soccer,1000,1000,1000,764,1000,1000
USA,SC,M,17,R,189,29,189,2,Bus,15,0.695,54,Other,500,500,500,,500,500
OZ,Western OZ,M,13,R,157,23,158,1,Other,20,0.32,48,Other activities/sports,834,598,403,492,202,237
USA,VA,M,16,R,170,17,168,1,Car,20,0,34,Other,500,500,500,500,1000,1000
USA,NC,M,17,R,185,17,177,1,Car,8,0.116,41,Running/Jogging,492,428,599,433,807,1000
OZ,Queensland,M,12,L,175,30,175,2,Bus,30,0.4,37,Rugby League,1000,1000,1000,1000,1000,1000
USA,NE,F,16,R,154,23,159,1,Car,10,0.45,0,Baseball/Softball,34,901,28,3,1,29
UK,North East,F,13,R,152,20,151,1,Car,3,0,38,Swimming,790,803,500,500,148,268
UK,East,F,15,L,156,21,157,3,Walk,15,0,60,Swimming,500,500,500,500,500,500
OZ,Victoria,F,10,R,136,16,136,1,Car,5,0.59,78,Dancing,781,858,947,1000,,
OZ,New South Wales,M,7,R,147,26,152,4,Walk,1,0.34,44,Tennis,285,622,870,639,616,622
USA,CA,M,17,R,168,28,170,3,Car,15,0.894,34,Football/Soccer,500,500,300,400,700,600
NZ,Waikato,M,11,L,143,25,141,1,Cycle,15,0,0,Rugby Union,1000,,1000,,,
UK,West Midlands,M,14,R,164,26,129,2,Cycle,10,0,39,Football/Soccer,1000,1000,1000,1000,1000,1000
USA,GU,M,13,R,175,28,185,2,Car,15,0.364,64,Table Tennis,629,682,545,769,1000,999
USA,IN,F,17,R,159,23,154,2,Car,13,0.793,37,Swimming,1000,900,800,800,900,1000
UK,South,F,14,L,164,25,167,1,Walk,15,0.34,32,Dancing,192,179,190,179,727,796
USA,MA,F,11,R,165,25,154,1,Car,2,0.65,45,Basketball,700,500,900,200,800,900
OZ,New South Wales,F,16,R,167,26,167,2,Bus,40,0.32,32,Skateboarding/Rollerblading,492,639,775,521,521,628
NZ,Auckland,F,13,R,170,20,120,3,Walk,15,0,0,Other activities/sports,500,,1000,,,
USA,WI,M,13,R,156,26,164,1,Car,10,0.359,53,Other,497,578,353,86,0,626
OZ,Queensland,F,12,R,160,23,159,3,Car,15,0.39,39,Other activities/sports,1000,1000,1000,799,1000,1000
UK,Home Counties,M,11,R,158,25,139,1,Bus,20,0.34,50,Football/Soccer,1000,1000,1000,1000,240,363
OZ,Tasmania,F,12,R,164,28,164,3,Bus,30,0.42,40,Dancing,628,326,267,622,598,769
CA,Ontario,F,11,R,156,23,155,1,Bus,30,0.424,38,Swimming,856,856,861,888,471,401
USA,IL,M,15,L,173,26,173,3,Walk,16,0.471,45,Other,156,156,3,267,230,680
CA,Saskatchewan,F,15,R,161,22,153,2,Car,5,0.431,39,Athletics,1000,1000,840,845,508,508
USA,IN,F,16,L,154,15,132,1,Bus,15,0.73,56,Other,1000,1000,10,1000,0,100
OZ,Victoria,F,12,R,150,24,154,3,Walk,3,0.29,34,Other activities/sports,503,503,539,521,273,297
CA,British Columbia,M,11,R,141,23,145,1,Car,2,0.44,34,Hockey (Ice),390,1000,321,390,561,674
CA,Ontario,F,7,B,123,22,123,9,Rail,60,1.406,35,Walking/Hiking,32,37,80,59,123,535
NZ,Auckland,F,11,R,147,23,148,2,Car,5,0.423,0,Other activities/sports,1000,,1000,,,
USA,CA,F,17,R,153,25,153,2,Car,15,0.382,34,Walking/Hiking,497,684,930,572,1000,545
OZ,Western OZ,M,13,R,166,26,166,1,Bus,35,0.29,37,None,1000,1000,799,551,1000,1000
CA,Ontario,F,13,R,163,25,166,1,Bus,10,0.531,45,Swimming,663,1000,1000,807,1000,1000
OZ,New South Wales,F,11,R,154,22,152,2,Car,4,0.34,40,Baseball/Softball,1000,1000,1000,557,1,
OZ,Western OZ,M,13,R,148,23,156,2,Cycle,5,0.35,31,Skateboarding/Rollerblading,1000,1000,1000,1000,1000,1000
NZ,Auckland,M,14,R,167,24,176,1,Bus,45,0.375,0,Rugby Union,0,,250,,,
CA,Newfoundland and Labrador,F,14,R,151,30,146,2,Bus,10,0.83,55,Dancing,348,209,642,353,1000,1000
CA,British Columbia,M,14,L,165,25,158,2,Car,10,0.712,70,Football/Soccer,455,556,187,337,1000,1000
USA,NC,F,17,R,170,26,168,2,Car,5,0.326,38,Other,1000,1000,1000,1000,1000,1000
CA,Ontario,F,14,R,163,25,167,2,Walk,15,0.484,36,Other activities/sports,813,840,845,417,701,1000
UK,London,M,12,R,160,25,164,2,Walk,20,0.28,57,Football/Soccer,642,500,662,646,537,609
UK,Home Counties,M,12,R,166,26,171,1,Car,15,0.31,43,Basketball,944,893,832,835,730,638
USA,PA,M,11,R,151,25,151,1,Car,3,0,55,Swimming,1000,730,600,,20,
OZ,New South Wales,M,9,R,129,19,122,1,Walk,10,0.43,41,Football/Soccer,1000,982,1000,1000,1000,1000
OZ,Western OZ,M,15,R,163,27,163,4,Bus,25,0.34,31,Golf,1000,1000,1000,1000,710,545
CA,Ontario,M,13,R,171,25,138,1,Car,3,0.391,43,Hockey (Ice),877,829,695,904,545,567
OZ,New South Wales,F,12,R,164,24,164,3,Car,5,0.37,38,Skateboarding/Rollerblading,1000,1000,574,764,433,285
USA,NY,F,12,R,147,20,169,2,Walk,10,0,57,Swimming,1000,1000,1000,1000,0,0
USA,WY,F,12,R,213,27,185,2,Bus,7,0.851,44,Football/Soccer,1000,572,1000,706,5,898
NZ,Auckland,M,14,R,170,25,170,2,Walk,15,0.454,0,Football/Soccer,500,,500,,,
UK,North West,F,16,R,172,24,172,2,Walk,5,0.93,31,Dancing,533,580,613,528,636,794
CA,Alberta,M,14,R,179,30,177,1,Bus,20,0.437,31,Swimming,786,791,471,540,21,27
OZ,Queensland,F,10,R,139,26,137,1,Car,15,0.57,34,Football/Soccer,1000,1000,1000,1000,456,450
USA,HI,F,14,R,152,24,156,2,Car,30,0.414,45,Other,500,500,700,,300,300
CA,Ontario,M,13,R,171,27,172,2,Walk,25,0.31,47,Football/Soccer,524,460,578,455,1000,1000
USA,WI,M,11,R,143,20,142,2,Car,3,0.492,62,Football/Soccer,551,1000,321,412,160,128
USA,WY,M,13,R,164,24,157,2,Bus,60,0,0,Football (American),0,0,0,0,0,0
OZ,Tasmania,M,11,R,146,23,150,1,Bus,10,0.36,44,Football/Soccer,456,1000,190,1000,1000,1000
OZ,Queensland,F,13,R,162,25,160,1,Car,15,0.48,68,Athletics,273,214,805,545,639,746
OZ,New South Wales,M,14,R,177,27,180,1,Bus,50,0.35,41,Martial Arts,214,220,220,226,1000,1000
CA,Alberta,F,12,R,145,22,131,1,Walk,1,0.523,38,Cycling,979,957,64,455,5,11
UK,South East,F,13,R,170,26,170,1,Bus,20,0.37,43,Netball,807,869,817,709,80,76
CA,Nova Scotia,M,15,R,193,30,189,1,Bus,20,0.597,59,Basketball,1000,840,824,519,824,824
USA,CA,F,17,R,160,22,152,1,Car,45,0.463,32,Dancing,800,750,850,950,1000,1000
OZ,South OZ,M,12,R,141,22,145,1,Car,6,0.38,36,Cricket,1000,1000,1000,1000,66,54
UK,West Midlands,M,12,R,167,28,170,2,Car,5,0.36,33,Skateboarding/Rollerblading,0,129,258,63,1000,1000
OZ,Victoria,F,10,B,147,22,145,2,Cycle,2,0,36,Basketball,498,740,917,521,356,568
USA,NC,F,17,L,178,26,180,1,Car,10,0.267,28,Other,800,850,500,840,999,999
CA,Ontario,F,15,R,155,28,153,3,Walk,15,1.03,51,Football/Soccer,1000,1000,1000,1000,1000,1000
OZ,South OZ,F,16,R,170,23,127,1,Car,25,0.31,36,Netball,1000,1000,1000,1000,202,669
CA,Ontario,F,5,R,162,23,158,1,Bus,25,0.391,52,Running/Jogging,1000,1000,893,1000,765,551
CA,Ontario,M,12,R,150,22,149,2,Bus,10,0.54,48,Other activities/sports,588,460,647,556,209,428
OZ,New South Wales,F,11,R,148,24,148,1,Bus,45,0.37,30,Dancing,342,426,575,396,109,103
CA,Ontario,F,13,R,148,20,156,2,Cycle,18,0.39,34,Gymnastics,893,914,829,786,535,465
UK,North Wales,M,13,R,168,27,168,3,Walk,15,0.32,52,Cycling,824,500,239,689,242,658
OZ,Victoria,F,11,R,95,19,129,1,Car,10,0.42,43,Swimming,1000,1000,1000,1000,,
OZ,New South Wales,F,14,R,160,23,152,1,Bus,25,0.95,39,Athletics,805,840,823,764,634,604
CA,Alberta,M,11,R,131,22,133,2,Bus,15,0.587,31,Football/Soccer,503,856,1000,16,1000,1000
CA,Ontario,M,12,R,150,23,152,2,Bus,25,0.312,40,Baseball/Softball,631,460,519,540,717,727
USA,IN,F,17,R,158,20,158,1,Car,5,0.45,49,Football/Soccer,670,900,700,800,0,200
UK,North West,F,14,R,167,26,150,2,Bus,15,0.65,69,Football/Soccer,1000,1000,27,1000,1000,1000
OZ,South OZ,F,12,R,155,27,152,1,Car,5,0.39,45,Dancing,502,540,681,541,557,557
UK,South,M,13,L,160,30,170,10,Walk,10,0,34,Football/Soccer,500,500,500,500,500,593
UK,North West,F,13,R,152,23,146,3,Walk,30,0.32,33,Football/Soccer,640,574,783,273,910,852
</pre></body></html>Xtext/csvUUTF-8(7N`v,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,