City,Abbr.,County,Alias_Abbr
Roanoke,VA,BOTETOURT,"Roanoke, VA"
Roanoke,VA,ROANOKE,"Roanoke, VA"
Roanoke,VA,ROANOKE CITY,"Roanoke, VA"
Roanoke,VA,SALEM,"Roanoke, VA"
Robertsdale,AL,BALDWIN,"Robertsdale, AL"
Robins,IA,LINN,"Robins, IA"
Rock Cave,WV,UPSHUR,"Rock Cave, WV"
Rock River,WY,ALBANY,"Rock River, WY"
Rock Springs,WY,SWEETWATER,"Rock Springs, WY"
Rockford,MN,HENNEPIN,"Rockford, MN"
Rockford,MN,WRIGHT,"Rockford, MN"
Rockville Centre,NY,NASSAU,"Rockville Centre, NY"
Rockville,MD,MONTGOMERY,"Rockville, MD"
Rocky Mount,MO,MORGAN,"Rocky Mount, MO"
Rocky Mount,NC,EDGECOMBE,"Rocky Mount, NC"
Rocky Mount,NC,NASH,"Rocky Mount, NC"
Rodeo,CA,CONTRA COSTA,"Rodeo, CA"
Rombauer,MO,BUTLER,"Rombauer, MO"
Rome,GA,FLOYD,"Rome, GA"
Ronkonkoma,NY,SUFFOLK,"Ronkonkoma, NY"
Roosevelt Roads,PR,CEIBA,"Roosevelt Roads, PR"
Roosevelt,MN,ROSEAU,"Roosevelt, MN"
Rosedale,NY,QUEENS,"Rosedale, NY"
Roseland,VA,NELSON,"Roseland, VA"
Rosenberg,TX,FORT BEND,"Rosenberg, TX"
Roseville,CA,PLACER,"Roseville, CA"
Rossburg,OH,DARKE,"Rossburg, OH"
Rossville,GA,WALKER,"Rossville, GA"
Rossville,TN,FAYETTE,"Rossville, TN"
Round Top,TX,FAYETTE,"Round Top, TX"
Roxbury,MA,SUFFOLK,"Roxbury, MA"
Roy,UT,WEBER,"Roy, UT"
Royal Palm Beach,FL,PALM BEACH,"Royal Palm Beach, FL"
Royalston,MA,WORCESTER,"Royalston, MA"
Rupert,ID,MINIDOKA,"Rupert, ID"
Ruskin,FL,HILLSBOROUGH,"Ruskin, FL"
Sacramento,CA,SACRAMENTO,"Sacramento, CA"
Sahuarita,AZ,PIMA,"Sahuarita, AZ"
Saint Albans,NY,QUEENS,"Saint Albans, NY"
Saint Anthony,ND,MORTON,"Saint Anthony, ND"
Saint Cloud,MN,SHERBURNE,"Saint Cloud, MN"
Saint Cloud,MN,STEARNS,"Saint Cloud, MN"
Saint Francis,WI,MILWAUKEE,"Saint Francis, WI"
Saint Johns,FL,SAINT JOHNS,"Saint Johns, FL"
Saint Just,PR,TRUJILLO ALTO,"Saint Just, PR"
Saint Louis,MO,SAINT LOUIS,"Saint Louis, MO"
Saint Louis,MO,SAINT LOUIS CITY,"Saint Louis, MO"
Saint Marie,MT,VALLEY,"Saint Marie, MT"
Saint Paul Island,AK,ALEUTIANS WEST,"Saint Paul Island, AK"
Saint Paul,IA,LEE,"Saint Paul, IA"
Saint Paul,MN,DAKOTA,"Saint Paul, MN"
Saint Paul,MN,HENNEPIN,"Saint Paul, MN"
Saint Paul,MN,RAMSEY,"Saint Paul, MN"
Saint Paul,MN,WASHINGTON,"Saint Paul, MN"
Saint Peters,MO,SAINT CHARLES,"Saint Peters, MO"
Sale Creek,TN,HAMILTON,"Sale Creek, TN"
Salem,OR,MARION,"Salem, OR"
Salem,OR,POLK,"Salem, OR"
Salida,CO,CHAFFEE,"Salida, CO"
Salinas,CA,MONTEREY,"Salinas, CA"
San Angelo,TX,TOM GREEN,"San Angelo, TX"
San Anselmo,CA,MARIN,"San Anselmo, CA"
San Antonio,TX,BEXAR,"San Antonio, TX"
San Antonio,TX,COMAL,"San Antonio, TX"
San Diego,CA,SAN DIEGO,"San Diego, CA"
San Fernando,CA,LOS ANGELES,"San Fernando, CA"
San Francisco,CA,SAN FRANCISCO,"San Francisco, CA"
San Francisco,CA,SAN MATEO,"San Francisco, CA"
San Jon,NM,QUAY,"San Jon, NM"
San Jose,CA,SANTA CLARA,"San Jose, CA"
San Juan Capistrano,CA,ORANGE,"San Juan Capistrano, CA"
San Luis Obispo,CA,SAN LUIS OBISPO,"San Luis Obispo, CA"
San Pablo,CA,CONTRA COSTA,"San Pablo, CA"
San Tan Valley,AZ,PINAL,"San Tan Valley, AZ"
Sanders,MT,TREASURE,"Sanders, MT"
Sandusky,NY,CATTARAUGUS,"Sandusky, NY"
Sanford,NC,LEE,"Sanford, NC"
Santa Ana,CA,ORANGE,"Santa Ana, CA"
Santa Barbara,CA,SANTA BARBARA,"Santa Barbara, CA"
Santa Clarita,CA,LOS ANGELES,"Santa Clarita, CA"
Santa Cruz,CA,SANTA CRUZ,"Santa Cruz, CA"
Santa Fe,NM,SANTA FE,"Santa Fe, NM"
Sarasota,FL,MANATEE,"Sarasota, FL"
Sarasota,FL,SARASOTA,"Sarasota, FL"
Saratoga Springs,UT,UTAH,"Saratoga Springs, UT"
Sauk Centre,MN,STEARNS,"Sauk Centre, MN"
Sault Sainte Marie,MI,CHIPPEWA,"Sault Sainte Marie, MI"
Savannah,GA,CHATHAM,"Savannah, GA"
Scarsdale,NY,WESTCHESTER,"Scarsdale, NY"
Schaumburg,IL,COOK,"Schaumburg, IL"
Schenectady,NY,SCHENECTADY,"Schenectady, NY"
Schiller Park,IL,COOK,"Schiller Park, IL"
Scituate,MA,PLYMOUTH,"Scituate, MA"
Scotts Valley,CA,SANTA CRUZ,"Scotts Valley, CA"
Scottsdale,AZ,MARICOPA,"Scottsdale, AZ"
Scottsville,VA,ALBEMARLE,"Scottsville, VA"
Scranton,PA,LACKAWANNA,"Scranton, PA"
Sealevel,NC,CARTERET,"Sealevel, NC"
Searchlight,NV,CLARK,"Searchlight, NV"
Searles,MN,BROWN,"Searles, MN"
Seattle,WA,KING,"Seattle, WA"
Sebastian,FL,BREVARD,"Sebastian, FL"
Sebastian,FL,INDIAN RIVER,"Sebastian, FL"
Sebec,ME,PISCATAQUIS,"Sebec, ME"
Sedona,AZ,COCONINO,"Sedona, AZ"
Sedona,AZ,YAVAPAI,"Sedona, AZ"
Selbyville,DE,SUSSEX,"Selbyville, DE"
Seltzer,PA,SCHUYLKILL,"Seltzer, PA"
Seminole,FL,PINELLAS,"Seminole, FL"
Severance,CO,WELD,"Severance, CO"
Sevierville,TN,SEVIER,"Sevierville, TN"
Seymour,CT,NEW HAVEN,"Seymour, CT"
Shakopee,MN,SCOTT,"Shakopee, MN"
Shallotte,NC,BRUNSWICK,"Shallotte, NC"
Sharon,PA,MERCER,"Sharon, PA"
Shaver Lake,CA,FRESNO,"Shaver Lake, CA"
Shawnee Mission,KS,JOHNSON,"Shawnee Mission, KS"
Shawnee,KS,JOHNSON,"Shawnee, KS"
Shelby,NC,CLEVELAND,"Shelby, NC"
Sheldon,VT,FRANKLIN,"Sheldon, VT"
Sherman Oaks,CA,LOS ANGELES,"Sherman Oaks, CA"
Sherwood,AR,PULASKI,"Sherwood, AR"
Shirley,AR,VAN BUREN,"Shirley, AR"
Shorewood,IL,WILL,"Shorewood, IL"
Shoshone,ID,LINCOLN,"Shoshone, ID"
Show Low,AZ,NAVAJO,"Show Low, AZ"
Sierra Vista,AZ,COCHISE,"Sierra Vista, AZ"
Signal Hill,CA,LOS ANGELES,"Signal Hill, CA"
Silva,MO,WAYNE,"Silva, MO"
Silver City,NM,GRANT,"Silver City, NM"
Silver Creek,MN,WRIGHT,"Silver Creek, MN"
Silver Spring,MD,MONTGOMERY,"Silver Spring, MD"
Silver,TX,COKE,"Silver, TX"
Simi Valley,CA,VENTURA,"Simi Valley, CA"
Sioux Falls,SD,LINCOLN,"Sioux Falls, SD"
Sioux Falls,SD,MINNEHAHA,"Sioux Falls, SD"
Sitka,AK,SITKA,"Sitka, AK"
Slatyfork,WV,POCAHONTAS,"Slatyfork, WV"
Slayton,MN,MURRAY,"Slayton, MN"
Sloan,NV,CLARK,"Sloan, NV"
Smithfield,RI,PROVIDENCE,"Smithfield, RI"
Smithtown,NY,SUFFOLK,"Smithtown, NY"
Snowflake,AZ,NAVAJO,"Snowflake, AZ"
Snydertown,PA,NORTHUMBERLAND,"Snydertown, PA"
Soda Springs,CA,NEVADA,"Soda Springs, CA"
Soda Springs,ID,CARIBOU,"Soda Springs, ID"
Somerville,TN,FAYETTE,"Somerville, TN"
Sonora,CA,TUOLUMNE,"Sonora, CA"
South Freeport,ME,CUMBERLAND,"South Freeport, ME"
South Ozone Park,NY,QUEENS,"South Ozone Park, NY"
South Saint Paul,MN,DAKOTA,"South Saint Paul, MN"
South Sterling,PA,WAYNE,"South Sterling, PA"
Southampton,PA,BUCKS,"Southampton, PA"
Southborough,MA,WORCESTER,"Southborough, MA"
Spartanburg,SC,SPARTANBURG,"Spartanburg, SC"
Sprague,WA,LINCOLN,"Sprague, WA"
Spring Grove,PA,YORK,"Spring Grove, PA"
Spring Hill,FL,HERNANDO,"Spring Hill, FL"
Spring Hill,FL,PASCO,"Spring Hill, FL"
Spring House,PA,MONTGOMERY,"Spring House, PA"
Spring,TX,HARRIS,"Spring, TX"
Spring,TX,MONTGOMERY,"Spring, TX"
Springdale,UT,WASHINGTON,"Springdale, UT"
Springer,NM,COLFAX,"Springer, NM"
Springfield,MA,HAMPDEN,"Springfield, MA"
Springfield,PA,DELAWARE,"Springfield, PA"
Springfield,VA,FAIRFAX,"Springfield, VA"
Springville,CA,TULARE,"Springville, CA"
Springville,UT,UTAH,"Springville, UT"
Squaw Valley,CA,FRESNO,"Squaw Valley, CA"
Stafford,VA,STAFFORD,"Stafford, VA"
Stanford,CA,SANTA CLARA,"Stanford, CA"
Stanwood,WA,SNOHOMISH,"Stanwood, WA"
State College,PA,CENTRE,"State College, PA"
Steelville,MO,CRAWFORD,"Steelville, MO"
Stella Niagara,NY,NIAGARA,"Stella Niagara, NY"
Stennis Space Center,MS,HANCOCK,"Stennis Space Center, MS"
Sterling,VA,LOUDOUN,"Sterling, VA"
Stoddard,NH,CHESHIRE,"Stoddard, NH"
Stonington,ME,HANCOCK,"Stonington, ME"
Story,WY,SHERIDAN,"Story, WY"
Stryker,OH,WILLIAMS,"Stryker, OH"
Studio City,CA,LOS ANGELES,"Studio City, CA"
Sturbridge,MA,WORCESTER,"Sturbridge, MA"
Suamico,WI,BROWN,"Suamico, WI"
Suisun City,CA,SOLANO,"Suisun City, CA"
Sulphur,IN,CRAWFORD,"Sulphur, IN"
Sulphur,KY,HENRY,"Sulphur, KY"
Summerland Key,FL,MONROE,"Summerland Key, FL"
Sumner,WA,PIERCE,"Sumner, WA"
Sun City Center,FL,HILLSBOROUGH,"Sun City Center, FL"
Sun City West,AZ,MARICOPA,"Sun City West, AZ"
Sun City,AZ,MARICOPA,"Sun City, AZ"
Sun City,CA,RIVERSIDE,"Sun City, CA"
Sun Valley,NV,WASHOE,"Sun Valley, NV"
Surry,ME,HANCOCK,"Surry, ME"
Sutter Creek,CA,AMADOR,"Sutter Creek, CA"
Swift,MN,ROSEAU,"Swift, MN"
Sylacauga,AL,TALLADEGA,"Sylacauga, AL"
Sylvan Beach,MI,MUSKEGON,"Sylvan Beach, MI"
Tacoma,WA,PIERCE,"Tacoma, WA"
Tahoe City,CA,PLACER,"Tahoe City, CA"
Takoma Park,MD,MONTGOMERY,"Takoma Park, MD"
Tallassee,AL,ELMORE,"Tallassee, AL"
Tamms,IL,ALEXANDER,"Tamms, IL"
Tamuning,GU,GUAM,"Tamuning, GU"
Tannersville,NY,GREENE,"Tannersville, NY"
Tarpon Springs,FL,PINELLAS,"Tarpon Springs, FL"
Tarzana,CA,LOS ANGELES,"Tarzana, CA"
Tatum,NM,LEA,"Tatum, NM"
Tazewell,VA,TAZEWELL,"Tazewell, VA"
Teec Nos Pos,AZ,APACHE,"Teec Nos Pos, AZ"
Telford,PA,MONTGOMERY,"Telford, PA"
Tenants Harbor,ME,KNOX,"Tenants Harbor, ME"
Terral,OK,JEFFERSON,"Terral, OK"
Tetonia,ID,TETON,"Tetonia, ID"
The Lakes,NV,CLARK,"The Lakes, NV"
The Villages,FL,SUMTER,"The Villages, FL"
Theodore,AL,MOBILE,"Theodore, AL"
Thermal,CA,RIVERSIDE,"Thermal, CA"
Thomaston,CT,LITCHFIELD,"Thomaston, CT"
Thomasville,AL,CLARKE,"Thomasville, AL"
Thornton,CO,ADAMS,"Thornton, CO"
Thornton,NH,GRAFTON,"Thornton, NH"
Thousand Oaks,CA,VENTURA,"Thousand Oaks, CA"
Ticonderoga,NY,ESSEX,"Ticonderoga, NY"
Tinley Park,IL,COOK,"Tinley Park, IL"
Tok,AK,SOUTHEAST FAIRBANKS,"Tok, AK"
Toledo,OH,LUCAS,"Toledo, OH"
Toledo,OH,WOOD,"Toledo, OH"
Toluca Lake,CA,LOS ANGELES,"Toluca Lake, CA"
Tomahawk,WI,LINCOLN,"Tomahawk, WI"
Tomball,TX,HARRIS,"Tomball, TX"
Tonalea,AZ,COCONINO,"Tonalea, AZ"
Tonawanda,NY,ERIE,"Tonawanda, NY"
Torrington,CT,LITCHFIELD,"Torrington, CT"
Totowa,NJ,PASSAIC,"Totowa, NJ"
Townsend,MA,MIDDLESEX,"Townsend, MA"
Trenton,NJ,BURLINGTON,"Trenton, NJ"
Trenton,NJ,MERCER,"Trenton, NJ"
Trevor,WI,KENOSHA,"Trevor, WI"
Trosky,MN,PIPESTONE,"Trosky, MN"
Troy,NY,ALBANY,"Troy, NY"
Troy,NY,RENSSELAER,"Troy, NY"
Tucson,AZ,PIMA,"Tucson, AZ"
Tucumcari,NM,QUAY,"Tucumcari, NM"
Tullahoma,TN,COFFEE,"Tullahoma, TN"
Tulsa,OK,CREEK,"Tulsa, OK"
Tulsa,OK,TULSA,"Tulsa, OK"
Tumwater,WA,THURSTON,"Tumwater, WA"
Twin Bridges,CA,EL DORADO,"Twin Bridges, CA"
Twin Falls,ID,TWIN FALLS,"Twin Falls, ID"
Twin Lakes,CO,LAKE,"Twin Lakes, CO"
Ukiah,CA,MENDOCINO,"Ukiah, CA"
Ulysses,NE,BUTLER,"Ulysses, NE"
Unalaska,AK,ALEUTIANS WEST,"Unalaska, AK"
Unionville,CT,HARTFORD,"Unionville, CT"
Universal City,TX,BEXAR,"Universal City, TX"
University Park,IL,WILL,"University Park, IL"
University Place,WA,PIERCE,"University Place, WA"
Upper Lake,CA,LAKE,"Upper Lake, CA"
Urbandale,IA,POLK,"Urbandale, IA"
Ursina,PA,SOMERSET,"Ursina, PA"
Valencia,CA,LOS ANGELES,"Valencia, CA"
Vallecito,CA,CALAVERAS,"Vallecito, CA"
Vallejo,CA,SOLANO,"Vallejo, CA"
Valley Forge,PA,CHESTER,"Valley Forge, PA"
Valley Forge,PA,MONTGOMERY,"Valley Forge, PA"
Valley Springs,CA,CALAVERAS,"Valley Springs, CA"
Valley Village,CA,LOS ANGELES,"Valley Village, CA"
Valley,AL,CHAMBERS,"Valley, AL"
Valley,AL,LEE,"Valley, AL"
Valleyford,WA,SPOKANE,"Valleyford, WA"
Van Nuys,CA,LOS ANGELES,"Van Nuys, CA"
Vashon,WA,KING,"Vashon, WA"
Vaucluse,SC,AIKEN,"Vaucluse, SC"
Venice,CA,LOS ANGELES,"Venice, CA"
Venice,FL,SARASOTA,"Venice, FL"
Vermilion,OH,ERIE,"Vermilion, OH"
Versailles,KY,WOODFORD,"Versailles, KY"
Vienna,VA,FAIRFAX,"Vienna, VA"
Vienna,WV,WOOD,"Vienna, WV"
Viewtown,VA,CULPEPER,"Viewtown, VA"
Villa Park,CA,ORANGE,"Villa Park, CA"
Vineyard Haven,MA,DUKES,"Vineyard Haven, MA"
Vulcan,MI,DICKINSON,"Vulcan, MI"
Waco,TX,MCLENNAN,"Waco, TX"
Wagon Mound,NM,MORA,"Wagon Mound, NM"
Waite,ME,WASHINGTON,"Waite, ME"
Walden,CO,JACKSON,"Walden, CO"
Wallace,ID,SHOSHONE,"Wallace, ID"
Waltham,MA,MIDDLESEX,"Waltham, MA"
Warner Springs,CA,SAN DIEGO,"Warner Springs, CA"
Warwick,MA,FRANKLIN,"Warwick, MA"
Wascott,WI,DOUGLAS,"Wascott, WI"
Washington Depot,CT,LITCHFIELD,"Washington Depot, CT"
Washington,CT,LITCHFIELD,"Washington, CT"
Washoe Valley,NV,WASHOE,"Washoe Valley, NV"
Wasilla,AK,MATANUSKA SUSITNA,"Wasilla, AK"
Waterbury,CT,NEW HAVEN,"Waterbury, CT"
Waterford,MI,OAKLAND,"Waterford, MI"
Waterloo,IA,BLACK HAWK,"Waterloo, IA"
Watertown,CT,LITCHFIELD,"Watertown, CT"
Watertown,NY,JEFFERSON,"Watertown, NY"
Watertown,WI,DODGE,"Watertown, WI"
Watertown,WI,JEFFERSON,"Watertown, WI"
Watrous,NM,MORA,"Watrous, NM"
Waveland,MS,HANCOCK,"Waveland, MS"
Wellesley,MA,NORFOLK,"Wellesley, MA"
Wellington,FL,PALM BEACH,"Wellington, FL"
Wenatchee,WA,CHELAN,"Wenatchee, WA"
West Chester,OH,BUTLER,"West Chester, OH"
West Columbia,SC,LEXINGTON,"West Columbia, SC"
West Des Moines,IA,POLK,"West Des Moines, IA"
West Glacier,MT,FLATHEAD,"West Glacier, MT"
West Glover,VT,ORLEANS,"West Glover, VT"
West Hartford,CT,HARTFORD,"West Hartford, CT"
West Hatfield,MA,HAMPSHIRE,"West Hatfield, MA"
West Hills,CA,LOS ANGELES,"West Hills, CA"
West Hollywood,CA,LOS ANGELES,"West Hollywood, CA"
West Mclean,VA,FAIRFAX,"West Mclean, VA"
West Medford,MA,MIDDLESEX,"West Medford, MA"
West Mifflin,PA,ALLEGHENY,"West Mifflin, PA"
West Palm Beach,FL,PALM BEACH,"West Palm Beach, FL"
West Plains,MO,HOWELL,"West Plains, MO"
West Point,IA,LEE,"West Point, IA"
West Richland,WA,BENTON,"West Richland, WA"
Westbury,NY,NASSAU,"Westbury, NY"
Westernport,MD,ALLEGANY,"Westernport, MD"
Westerville,OH,DELAWARE,"Westerville, OH"
Westerville,OH,FRANKLIN,"Westerville, OH"
Westfield,IN,HAMILTON,"Westfield, IN"
Westfield,PA,TIOGA,"Westfield, PA"
Westlake Village,CA,VENTURA,"Westlake Village, CA"
Westminster,CO,ADAMS,"Westminster, CO"
Westmoreland,KS,POTTAWATOMIE,"Westmoreland, KS"
Westover,AL,SHELBY,"Westover, AL"
Westwood,NJ,BERGEN,"Westwood, NJ"
Wethersfield,CT,HARTFORD,"Wethersfield, CT"
Wewahitchka,FL,CALHOUN,"Wewahitchka, FL"
Wewahitchka,FL,GULF,"Wewahitchka, FL"
Weymouth,MA,NORFOLK,"Weymouth, MA"
Wheat Ridge,CO,JEFFERSON,"Wheat Ridge, CO"
Wheatfield,IN,JASPER,"Wheatfield, IN"
White Plains,NY,WESTCHESTER,"White Plains, NY"
Whitehall,MI,MUSKEGON,"Whitehall, MI"
Wichita,KS,SEDGWICK,"Wichita, KS"
Wilkes Barre,PA,LUZERNE,"Wilkes Barre, PA"
Williamsburg,VA,JAMES CITY,"Williamsburg, VA"
Williamsburg,VA,WILLIAMSBURG CITY,"Williamsburg, VA"
Williston,NC,CARTERET,"Williston, NC"
Willoughby,OH,LAKE,"Willoughby, OH"
Willow,AK,MATANUSKA SUSITNA,"Willow, AK"
Wilton,MN,BELTRAMI,"Wilton, MN"
Winchester Center,CT,LITCHFIELD,"Winchester Center, CT"
Winchester,VA,FREDERICK,"Winchester, VA"
Winchester,VA,WINCHESTER CITY,"Winchester, VA"
Windham,ME,CUMBERLAND,"Windham, ME"
Windsor,CO,WELD,"Windsor, CO"
Winnett,MT,PETROLEUM,"Winnett, MT"
Winona,KS,LOGAN,"Winona, KS"
Winsted,CT,LITCHFIELD,"Winsted, CT"
Wittenberg,WI,SHAWANO,"Wittenberg, WI"
Wolcott,CT,NEW HAVEN,"Wolcott, CT"
Woodbine,KY,KNOX,"Woodbine, KY"
Woodbury,NJ,GLOUCESTER,"Woodbury, NJ"
Woodland Hills,CA,LOS ANGELES,"Woodland Hills, CA"
Woods Cross,UT,DAVIS,"Woods Cross, UT"
Woodstock,MD,HOWARD,"Woodstock, MD"
Worcester,MA,WORCESTER,"Worcester, MA"
Worland,WY,WASHAKIE,"Worland, WY"
Worthington,MO,PUTNAM,"Worthington, MO"
Wrens,GA,JEFFERSON,"Wrens, GA"
Wrenshall,MN,CARLTON,"Wrenshall, MN"
Wyandotte,MI,WAYNE,"Wyandotte, MI"
Wyoming,MI,KENT,"Wyoming, MI"
Yonkers,NY,WESTCHESTER,"Yonkers, NY"
York,PA,YORK,"York, PA"
Young America,MN,CARVER,"Young America, MN"
Young America,MN,HENNEPIN,"Young America, MN"
Yucca Valley,CA,SAN BERNARDINO,"Yucca Valley, CA"
Zephyrhills,FL,PASCO,"Zephyrhills, FL"
